id	name	energi, beräknad (kJ)	kolhydrater, digererbara (g)	fett, totalt (g)	protein, totalt (g)	alkohol (g)	fiber, totalt (g)	organiska syror, totalt (g)	sockeralkoholer (g)	stärkelse, totalt (g)	sockerarter, totalt (g)	fruktos (g)	galaktos (g)	glukos (g)	laktos (g)	maltos (g)	sackaros (g)	polysackarider, icke-cellulosa, lösliga (g)	fiber, olöslig (g)	fettsyror, totalt (g)	fettsyror, fleromättade (g)	fettsyror, enkelomättade cis (g)	fettsyror, mättade (g)	fettsyror, trans (g)	fettsyror, n-3 fleromättade (g)	fettsyror, n-6 fleromättade (g)	fettsyra 18:2 cis,cis n-6 (linolsyra) (mg)	fettsyra 18:3 n-3 (alfa-linolensyra) (mg)	fettsyra 20:5 n-3 (EPA) (mg)	fettsyra 22:6 n-3 (DHA) (mg)	kolesterol (GC) (mg)	steroler, totalt (mg)	kalcium (mg)	järn (mg)	jodid (jod) (µg)	kalium (mg)	magnesium (mg)	natrium (mg)	salt (mg)	fosfor (mg)	selen (µg)	zink (mg)	tryptofan (mg)	folat, total (µg)	niacinekvivalenter (mg)	niacin (nikotinsyra+nikotinamid) (mg)	pyridoxin vitamerer (hydroklorid) (mg)	riboflavin (mg)	tiamin (vitamin B1) (mg)	vitamin B12 (kobalamin) (µg)	vitamin C (askorbinsyra) (mg)	vitamin A RAE (µg)	karotenoider, totalt (µg)	vitamin D (µg)	vitamin E, alfatokoferol (mg)	vitamin K, totalt (µg)
28991	Cafe au lait, osötad, helmjölk	145	2.6	1.9	1.7	0	0	0.1	0	0	2.6	0	0	0	2.5	0	0	0	0	1.6	<0.1	0.4	1.2	<0.1	<0.1	<0.1	23	6	0	0	5.7	0.1	66.4	<0.1	7.6	132.8	11.2	23	58.6	51.1	1.5	0.2	23.1	2.2	0.7	0.4	00.03	00.08	00.01	0.2	0.3	17.6	7.2	0.5	<0.1	00.43
33438	Caffe latte, osötad, fettfri mjölk	103	3.5	<0.1	2.2	0	0	0.1	0	0	3.5	0	0	0	3.4	0	0	0	0	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	2	<1	0	0	0.7	<0.1	85.2	<0.1	9.9	144.1	12	30.6	78	65.3	1.9	0.3	31.9	2.1	0.7	0.3	00.03	0.1	00.02	0.2	0.6	0.5	2.3	0.7	<0.1	00.12
28993	Caffe latte, osötad, helmjölk	188	3.4	2.5	2.2	0	0	0.1	0	0	3.4	0	0	0	3.3	0	0	0	0	2.2	<0.1	0.5	1.5	<0.1	<0.1	<0.1	31	8	0	0	7.6	0.1	87.3	<0.1	9.8	144.1	11.3	30.6	78	65.3	2	0.3	30.8	2.9	0.7	0.3	00.03	0.1	00.02	0.2	0.4	23.4	9.6	0.7	<0.1	00.57
33439	Caffe latte, osötad, lättmjölk	137	3.4	1.1	2.2	0	0	0.1	0	0	3.4	0	0	0	3.3	0	0	0	0	1	<0.1	0.2	0.7	<0.1	<0.1	<0.1	15	4	0	0	4.4	<0.1	84.5	<0.1	9.9	137.2	11.3	28.5	72.7	65.3	1.9	0.3	30.8	2.1	0.7	0.3	00.03	0.1	00.02	0.2	0.5	8.1	6.1	0.7	<0.1	00.24
33442	Caffe latte, osötad, sojadryck	129	2.2	1.1	2.3	0	0.9	0	0	0.9	1.3	<0.1	0	0.9	0	0	0.3	0.4	0.6	0.8	0.6	<0.1	0.2	0	0.1	0.4	410	145	0	0	0	7.5	84.5	0.5	0.7	137.3	17.3	14.7	37.5	31.1	1.2	<0.1	27.1	22.3	0.8	0.4	00.03	00.13	00.07	<0.1	0	0.1	1.4	0	<0.1	03.24
29091	Cappuccino, osötad, fettfri mjölk	102	3.5	<0.1	2.2	0	0	0.1	0	0	3.5	0	0	0	3.4	0	0	0	0	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	2	<1	0	0	0.7	<0.1	84.4	<0.1	9.8	143.7	12	30.3	77.2	64.7	1.9	0.3	31.6	2	0.7	0.3	00.03	0.1	00.02	0.2	0.6	0.2	2	0.7	<0.1	00.12
33441	Cappuccino, osötad, lättmjölk	136	3.4	1.1	2.2	0	0	0.1	0	0	3.4	0	0	0	3.3	0	0	0	0	1	<0.1	0.2	0.7	<0.1	<0.1	<0.1	15	4	0	0	4.4	<0.1	83.7	<0.1	9.8	136.8	11.3	28.3	72	64.7	1.9	0.3	30.5	2	0.7	0.3	00.03	0.1	00.02	0.2	0.5	8	6	0.7	<0.1	00.24
345	Champinjoner	63	0.3	0.2	2.1	0	1.5	0.1	N/A	0.2	0.1	<0.1	N/A	<0.1	0	0	0	0.1	2.3	0.2	0.1	0	<0.1	0	0	0.1	140	0	0	0	0	50.4	1.9	0.4	1	364	10	3.2	8.2	98	11	0.5	33	35	6.1	5.5	00.18	00.42	0.1	<0.1	1.3	0	0	0.2	0	0.3
11064	Champinjoner, konserv	71	0.2	0.3	2.1	0	2.4	0.1	−1	0.2	0	0	0	0	0	0	0	0.1	2.3	0.3	0.2	<0.1	<0.1	0	<0.1	0.2	189	<1	0	0	0	0	18	0.8	26	190	8	520	1325	76	2.9	0.5	28	12	5.9	5.4	00.07	00.25	00.02	0	1	0	0	0.2	0	00.29
31557	Chili, grön, färsk	189	8	0.2	2	0	1.5	N/A	N/A	2.9	5.1	1.5	N/A	3.1	0	0	0.5	N/A	N/A	0.1	0.1	<0.1	<0.1	N/A	<0.1	0.1	104	5	0	0	0	N/A	18	1.2	N/A	340	25	7	17.8	46	0.5	0.3	26	23	1.4	0.9	00.28	00.09	00.09	0	242.5	58.7	1469	0	0.7	14.3
32509	Choklad, chokladbit, innehåller kex och kola, twix	2029	63.1	24.3	2.7	0	1.6	0	0	8.8	54.4	3.6	0	4.4	1.2	0.2	45	0.4	1.2	22.8	1.8	8.3	12.6	0.1	<0.1	1.7	1717	66	0	0	7.8	33	33.9	0.7	6.3	186.5	26.6	198	504.5	57	1.6	0.4	33	4.5	0.8	0.2	00.03	00.06	00.02	<0.1	0.1	28.5	43.7	<0.1	1.2	03.24
6	Choklad, medelvärde	2181	53.9	28.9	10.1	0	2.2	0.4	0	3	50.9	1.6	0	1.7	5.3	0	42.3	0.2	2	27	0.9	9	17	<0.1	<0.1	0.8	842	68	0	0	6.1	83.7	277	1.5	35	460	67	120	305.8	280	2	1.8	130	7	2.6	0.4	00.08	00.09	00.07	0	0	104	49.8	0	0.5	1.1
33	Choklad, mjölkchoklad	2261	50	33	10.1	0	1.6	0.4	0	0	50	0	0	0	10	0	40	0.4	1.2	27	0.9	9	17	<0.1	<0.1	0.8	842	68	0	0	6.1	83.7	400	2	39	450	60	100	254.8	300	4	1.5	130	7	2.6	0.4	00.08	00.49	00.07	0	0	103.8	49.8	0	0.5	1.1
33889	Choklad, mjölkchoklad med hasselnötter	2361	39.3	39.4	11	0	5.3	0.3	0	0	39.3	0.1	0	<0.1	7.7	0	31.4	0.4	2.2	34.1	2.1	17.8	14.2	<0.1	<0.1	2	2040	65	0	0	4.7	91.5	339.7	2.4	31.2	496	82.3	77.2	196.8	302.3	3.5	1.6	146.1	21.9	3	0.6	00.15	00.41	00.16	0	0	80.2	62.7	0	3.8	04.11
33542	Choklad, mörk, 80 %	2385	35	40.9	9.2	0	15.2	0	0	11	24	0	0	0	0	0	24	3.8	11.4	36.4	0.8	12.7	22.9	0	0.1	0.7	658	137	0	0	0.8	118	52.6	5.5	2.4	1745.4	260	22	56.1	330	0.6	3.5	110	19	2.8	1	00.04	0.1	<0.01	0	0	0	19	0	0.2	6.8
32	Choklad, mörk choklad	2178	53.3	31	4.9	0	5.3	0	0	2.9	50.4	0	0	0	0.4	0	50	2	5.9	25.5	1	8.4	16.1	0	<0.1	1	964	70	0	0	0	118.8	50	3.5	3.2	350	130	10	25.5	200	0.5	1.8	57.2	7	1.5	0.5	00.08	00.05	<0.01	0	0	16.4	24.9	0	0.2	2.3
37	Choklad, sockerfri, syntetiskt sötad	1965	1.7	37	2.3	0	3.5	0	50	1.7	0	0	0	0	0	0	0	0	0	38	0.7	13.4	23.9	<0.1	0.2	0.5	523	161	0	0	3.6	88.4	204.2	<0.1	22.5	256.5	18.9	7.2	18.4	147	3	0.7	79.5	7.7	1.5	0.1	00.07	00.33	00.05	0.4	0.9	0.9	3.2	<0.1	0.2	06.01
29156	Choklad, vit choklad	2332	53	35	7.6	0	0.8	<0.1	0	4	49	0	0	0	9.8	0	39.2	0	0	33.1	0.6	11.7	20.9	<0.1	0.1	0.5	455	140	0	0	1.1	77.3	270	0.2	5.2	350	26	100	254.8	230	0.7	0.9	2.6	10	0.2	0.2	00.07	00.49	00.08	0	0	19.2	75	0	0.2	05.27
34831	Chokladkonfekt med chokladfyllning	1733	57.3	17.3	6.1	0	1.3	0.2	0	1.8	55.5	1	0	1	3.2	0	50.4	0.1	1.2	16.2	0.5	5.4	10.2	<0.1	<0.1	0.5	505	41	0	0	3.7	50.2	166.8	0.9	22.2	276.5	40.2	72.2	183.9	168	1.3	1.1	78	4.2	1.5	0.2	00.05	00.05	00.04	0	0	62.4	29.9	0	0.3	01.06
7	Chokladkonfekt med marmeladfyllning	1771	69.6	13.4	5.2	0	0	0.3	0	5	64.6	3.4	0	6.7	1	1.5	52	0	0	13.5	0.5	4.5	8.5	<0.1	<0.1	0.4	424	37	0	0	3	15.3	127	1.9	25	240	50	48	122.3	140	1.2	1.1	65.4	7	1.3	0.2	00.08	00.26	00.05	0	0	52.1	31.2	0	0.3	1
31254	Chokladrussin	1654	55.9	14.2	5.9	0	6.3	2.8	0	0	55.9	16.8	0	17.2	4.2	0	17.7	2.2	4.1	11.4	0.4	3.8	7.2	<0.1	<0.1	0.4	364	32	0	0	2.6	78.4	199.3	2.2	18.1	566	42.6	45.2	115.1	178.2	2.8	0.8	57.5	8.7	1.5	0.5	00.17	00.28	00.12	0	0.3	43.6	20.9	0	0.4	03.01
63	Chokladstång, låg fetthalt	1770	69.1	13	5.5	0	2.2	0.2	0	17	52.1	0.9	0	5.2	2.9	3.1	40	0.1	1.1	14.6	0.5	4.9	9.2	<0.1	<0.1	0.5	455	37	0	0	3.3	46	152.8	1.5	24.4	294.4	49.1	110.8	282.3	153	1.5	1.1	70.2	3.8	1.4	0.2	00.04	00.05	00.04	0	0	56.2	26.9	0	0.3	00.59
14	Chokladstång med choklad, medelvärde	2136	56	28	7.1	0	3.1	0.2	0	1.3	55.2	0	0	0	4.7	0	50.5	1.1	3.2	23.6	0.9	7.9	14.9	<0.1	<0.1	0.8	813	62	0	0	2.7	91.1	202.5	2.5	19.5	360.2	85.5	49.5	126.2	225	5	1.5	84.2	6.3	1.8	0.4	00.07	00.24	00.03	0	0	54	33.6	0	0.3	01.53
44	Chokladstång med chokladfyllning, medelvärde	2130	60	26	8	0	1.2	0.2	0	2	58	0.8	0	11.2	2.7	0.4	42.8	0.1	1.4	21.5	1	7.7	12.7	<0.1	<0.1	1	957	54	0	0	6.1	56.7	166.4	1.2	22.2	300.9	47.6	100	254.8	179.5	1.8	1.1	81.2	7.9	1.6	0.3	00.06	00.09	00.06	<0.1	<0.1	79.9	37.1	0.2	1.3	03.29
30636	Cider, lätt, 4,7 vol-% alkohol	118	0.2	0	0	3.7	0	0.5	0	0	0.2	0	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	8	0.5	N/A	72	3	7	17.8	3	0	0	0	2	0	0	<0.01	0	0	0	0	0	0	0	0	0
939	Cider, söt, 4,7 vol-% alkohol	213	5.5	0	0.3	3.7	0	0.5	0	0	5.5	0.9	N/A	1.3	0	1.6	1.6	0	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	8	0.5	N/A	72	3	7	17.8	3	0	0	0	2	0	0	<0.01	0	0	0	0	0	0	0	0	0
29135	Cider, torr, 4,7 vol-% alkohol	148	2	0	0	3.7	0	0.5	0	0	2	0.3	N/A	0.5	0	0.6	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	8	0.5	N/A	72	3	7	17.8	3	0	0	0	2	0	0	<0.01	0	0	0	0	0	0	0	0	0
30430	Cider, torr, 5,5 vol-% alkohol	176	2.6	0	0	4.3	0	0.5	0	0	2.6	0.5	N/A	0.6	0	0.8	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	8	0.5	N/A	72	3	7	17.8	3	0	0	0	2	0	0	<0.01	0	0	0	0	0	0	0	0	0
30432	Ciderdryck, 0,7 vol-% alkohol	181	9	0	0.3	0.6	0	0.5	0	0	9	3.5	N/A	1.8	0	0.2	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	<0.1	0	1.1	0.3	0	0	23	0	<0.1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
32739	Ciderdryck, pear, alkoholfri sider, 0,02 vol-% alkohol, rainbow	166	9	0	0.3	<0.1	0	0.5	0	0	9	3.5	N/A	1.8	0	0.2	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	<0.1	0	1.1	0.3	0	0	23	0	<0.1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
911	Cider söt, <3 vol-% alkohol	146	3.6	0	0.3	2.5	0	0.5	0	0	3.6	1.4	N/A	0.7	0	0.1	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	<0.1	0	1.1	0.3	0	0	23	0	<0.1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
34232	Cikoria, röd	93	3.2	0.2	1.4	0	1.1	N/A	0	1	2.2	1.1	N/A	0.9	0	<0.1	0.2	N/A	N/A	0.1	0.1	<0.1	<0.1	0	<0.1	<0.1	72	28	0	0	0	N/A	19.9	0.4	0.4	212	10	6	15.3	31.4	1	0.2	16.6	64	0.5	0.2	00.05	00.01	00.02	0	3.7	1.2	15	0	0.1	N/A
28925	Citron, medelvärde, vägd med skal	112	1.4	0.1	0.4	0	1.8	3.1	0	0	1.4	0.5	N/A	0.6	0	0	0.3	0.8	0.8	<0.1	<0.1	<0.1	<0.1	0	<0.1	<0.1	41	17	0	0	0	11.7	21.4	0.3	0.7	104	7.2	1.9	5	13	0.3	<0.1	3.9	7.2	0.2	0.1	00.04	00.01	00.03	0	33.1	0.2	10.2	0	0.1	00.13
11048	Citron, skalad	138	2.2	0.2	0.6	0	2.8	4.7	0	0	2.2	0.7	N/A	0.9	0	0	0.5	1.2	1.2	0.1	<0.1	<0.1	<0.1	0	<0.1	<0.1	63	26	0	0	0	18	33	0.4	1	160	11	3	7.6	20	0.4	0.1	6	11	0.3	0.2	00.06	00.02	00.05	0	51	0.3	15.7	0	0.2	0.2
29208	Couscous	1432	70	1.1	10.2	0	3.5	N/A	0	63.2	0.4	0.2	0	0.1	0	0	0.1	0.9	2.6	0.7	0.5	<0.1	0.2	0	<0.1	0.5	461	26	0	0	0	42.7	13	1.2	5	150	21	3	7.6	95	7.7	0.8	130	42	3.2	1	00.11	00.05	00.08	0	0	0.4	197.1	0	0.1	1
11159	Crème fraiche, 15-18 % fett	737	3.1	17	1.9	0	0	1.8	0	0	3.1	0	0	0	3.1	0	0	0	0	16.2	0.4	3.9	11.6	0.2	<0.1	0.3	222	68	0	0	37.6	0	100	<0.1	4.2	72	2.9	60.4	153.9	66	1.3	0.1	9.7	6	0.2	<0.1	00.01	0.1	00.02	0.1	0.2	137.3	73.1	<0.1	0.3	2.4
628	Crème fraiche, 28 % fett	1160	3	28	2	0	0	3	0	0	3	0	0	0	3	0	0	0	0	26.9	0.7	6.5	19.4	0.4	0.1	0.4	369	114	0	0	57	0	70	<0.1	7	120	4.9	100	254.8	110	2.1	0.2	16.1	10	0.3	<0.1	00.02	00.16	00.03	0.2	0.3	230.8	121.8	0.2	0.5	4
28937	Dadel, torkad, vägd med kärna	811	38.2	0.7	3	0	7.2	2.2	0	0	38.2	14.5	0	13.2	0	0	10.5	3.1	4.7	<0.1	<0.1	<0.1	<0.1	0	<0.1	<0.1	34	10	0	0	0	43.2	51.3	1.5	0	687.3	41.8	8.2	20.8	64.4	0.4	2	16.6	13.1	1.5	1.7	00.23	00.09	00.04	0	4.3	68.7	1152.8	0	2.5	33.01.00
11164	Dessertsås, vanillinsås, vispbar	806	19	12	2.2	0	0	0.1	0	0	19	0	0	0	6	0	13	0	0	11.2	0.4	2.6	7	1.2	<0.1	0.3	344	48	0	0	0	73.7	87.9	<0.1	13.9	200	8.7	103.7	264.3	110	2	0.3	33.1	3	0.6	<0.1	00.04	00.13	00.02	0.3	0.9	0.6	2.4	0	0.6	07.31
369	Dill, färsk	125	0.9	0.8	3.7	0	2.1	<0.1	0	0.1	0.8	0.2	N/A	0.3	0	0	0.3	1.1	1.7	0.2	0.1	<0.1	<0.1	0	0.1	<0.1	29	101	0	0	0	32.5	72	1	1	415	40	26	66.2	35	0.2	0.7	23	36	1.2	0.8	0.3	00.15	00.09	0	32.2	374.9	11231.8	0	1.6	192.5
32403	Dipmix, såspulver, innehåller mjölk	1304	54.6	3.3	7.1	0	15.2	0.8	0	29.4	25	4.7	0	5.1	5.8	0.1	9.3	1.8	2.2	2.8	0.2	0.8	1.7	<0.1	<0.1	0.2	179	23	0	0	17.2	23.3	210.4	1.6	21.8	766.6	49.8	2001.4	5099.6	217.8	3.5	1.6	91.3	89.2	2	0.5	01.28	00.22	00.13	0.2	17.7	25.6	83.4	<0.1	0.2	02.37
32404	Dipmix , såspulver, mjölkfri	1370	76.9	0.2	1.1	0	4.3	0.2	0	63.1	11.6	1.2	0	3.7	0	1.5	5.3	0.8	0.8	<0.1	<0.1	<0.1	<0.1	0	<0.1	<0.1	34	2	0	0	1.2	5.5	42.8	0.7	16.5	181.2	18.6	1956.2	4984.4	74.2	0.9	0.4	14.7	36.2	0.4	0.2	0.2	00.03	00.03	0	4	0.4	17.1	0	<0.1	00.52
11198	Druvsocker, glukos	1700	100	0	0	0	0	0	N/A	0	100	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	0	1	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32424	Dryck, rainbow, bärdryck med probiotika	359	16	1.1	2.3	0	<0.1	0.3	0	<0.1	16	3.3	0	3.9	3.6	0.1	5.1	<0.1	<0.1	1.1	<0.1	0.3	0.8	<0.1	<0.1	<0.1	22	10	0	0	4.8	0.7	92.8	0.1	14.1	131.9	9.8	30.9	78.9	70.7	2.1	0.3	34	5.2	0.7	0.1	00.04	00.14	00.03	0.3	4.7	12.9	17.2	<0.1	0.1	01.08
32423	Dryck, rainbow, fruktdryck med probiotika	371	16.9	1.1	2.3	0	<0.1	0.2	0	0	16.9	3.3	0	4.1	3.6	0.1	5.8	<0.1	<0.1	1.1	<0.1	0.3	0.8	<0.1	<0.1	<0.1	19	6	0	0	4.8	0.8	90.2	<0.1	14.1	122.6	8.9	31	79	68.5	2.1	0.3	33.5	3.9	0.7	0.1	00.04	00.14	00.03	0.3	1.1	13.9	27.5	<0.1	0.2	00.32
32897	Energidryck, energivatten, teho, olvi, vitaminerad	75	4.4	0	0	0	0	0	0	0	4.4	0	0	0	0	0	4.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9	<0.1	0.2	<0.1	<0.1	1	2.5	<0.1	<0.1	<0.1	0	30	2.4	2.4	0	0	0	0	0	0	0	0	0	0
29070	Energidryck, vitaminerad	206	11.7	0	0.4	0	0	0	0	0	12	0	0	4	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7	<0.1	0.4	0.2	<0.1	0.9	2.4	<0.1	<0.1	<0.1	0	0	8	8	1.5	0.4	0	1.5	0	0	0	0	0	0
32745	Energidryck, vitaminerad, delvis syntetiskt sötad	41	2	0	0.4	0	0	N/A	N/A	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	N/A	40	101.9	0	N/A	0	N/A	0	8	8	2	0.6	0	2	0	0	0	0	0	0
32746	Energidryck, vitaminerad, syntetiskt sötad	14	0.4	0	0.4	0	0	N/A	N/A	0.3	0.1	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	N/A	40	101.9	0	N/A	0	N/A	0	8	8	2	0.6	0	2	0	0	0	0	0	0
34970	Fettblandning 40%, oivariini lätt, låg laktoshalt	1608	3.3	40	3.6	0	0.9	0.3	0	2	1.3	<0.1	0.5	0.5	0.4	<0.1	<0.1	<0.1	<0.1	39.1	8.7	18.3	11.6	0.4	2.8	5.8	5721	2788	0	0	37.5	174	48	<0.1	13.7	65.8	6	366.1	932.7	70.9	1.5	0.2	57.8	6.8	1	<0.1	00.02	00.21	00.02	0.4	0.4	417.3	87.9	20	12	41.16.00
33525	Fettpulver, för livsmedelsindustri	3050	26.9	70	<0.1	0	<0.1	0	0	24.4	1.1	<0.1	0	0.2	0	0.9	<0.1	<0.1	<0.1	67.6	18.1	36.4	13.1	0	5.4	12.7	12732	5371	0	0	2.5	319.7	2	<0.1	2.1	4.7	0.8	8.3	21.2	6.7	<0.1	<0.1	0.2	1.8	<0.1	<0.1	<0.01	0	0	0	0	0	0	0	10.5	75.18.00
32892	Fiberhaltig fruktdryck, hyvää päivää, tranbär, delvis syntetiskt sötad	61	2.9	<0.1	<0.1	0	1	<0.1	0	0.1	2.8	2.1	0	0.4	0	<0.1	0.2	0	0	<0.1	<0.1	<0.1	<0.1	0	<0.1	<0.1	10	10	0	0	<0.1	1.9	4.3	<0.1	0.2	14.3	1	1.2	3.1	1.6	<0.1	<0.1	0.9	1.3	<0.1	<0.1	<0.01	<0.01	<0.01	0	2.6	<0.1	4.5	0	<0.1	00.55
33070	Fikon, torkad	1069	53.2	0.9	3.3	0	9.3	N/A	N/A	0.3	52.9	20.1	0	18.3	0	N/A	14.6	N/A	N/A	0.6	0.3	0.2	0.1	0	0	0.3	345	0	0	0	0	N/A	162	2	N/A	680	68	10	25.5	67	0.6	0.6	26	9	1.1	0.6	00.11	00.08	00.09	0	1.2	0.5	38	0	0.3	15.6
28936	Fikon, vägd med skal, torkad	905	42.5	0.8	3.4	0	8	2.4	0	0	42.5	16.1	0	14.7	0	0	11.7	3.5	5.2	<0.1	<0.1	<0.1	<0.1	0	<0.1	<0.1	38	12	0	0	0	48.2	57.2	1.6	0	766.3	46.6	9.1	23.2	71.8	0.4	2.2	18.5	14.6	1.7	1.8	00.26	0.1	00.05	0	4.8	4.6	265.1	0	2.8	36.8
33728	Fil, 1,5 % fett, laktosfri	167	3.1	1.5	3.3	0	0	0.2	0	0	3.1	0	1.5	1.5	<0.1	0	0	0	0	1.5	<0.1	0.4	1	<0.1	<0.1	<0.1	21	5	0	0	6.5	0	126.2	<0.1	17	157.8	11	43.6	111.1	89.6	2.7	0.4	46.8	4.2	0.8	<0.1	00.05	00.18	00.03	0.4	1.1	16.9	8.7	<0.1	<0.1	00.33
33201	Fil, 1 % fett, laktosfri	170	4.6	1	3.1	0	0	0.2	0	0	4.6	0	2.3	2.3	0	0	0	0	0	0.9	<0.1	0.2	0.6	<0.1	<0.1	<0.1	12	4	0	0	7	0.1	120	<0.1	17	150	11	41	104.5	90	2.8	0.4	48.1	5.8	0.9	0.1	00.05	0.2	00.04	0.2	1	8.3	6.8	<0.1	<0.1	4.2
11726	Fil, frukt-/bärfil, 1 % fett, låg laktoshalt	316	13.1	0.9	3.3	0	<0.1	0.2	0	0	13.1	0.3	1.9	2.1	0.5	0	8.3	<0.1	<0.1	0.9	<0.1	0.2	0.6	<0.1	<0.1	<0.1	15	4	0	0	3.8	0.6	110	<0.1	16.2	162.6	10.9	39.8	101.5	86	2.6	0.4	47.6	4.2	0.9	0.1	00.05	00.18	00.04	0.1	1.2	8.1	12.2	<0.1	<0.1	00.25
32189	Fil, frukt-/bärfil, 2 % fett, 1 ug vitamin d	177	2.4	2.4	2.8	0	<0.1	<0.1	0	<0.1	2.4	0.3	0	0.3	N/A	0	1.3	<0.1	<0.1	2.2	<0.1	0.6	1.6	<0.1	<0.1	<0.1	31	9	0	0	8.4	0.6	121.7	<0.1	16.1	174.8	11.9	48.1	122.5	94.6	2.6	0.4	43.5	5.7	0.8	0.1	00.05	00.16	00.03	0.1	1.2	16.8	17	1	<0.1	08.11
30450	Fil, frukt-/bärfil, 2 % fett, låg laktoshalt	365	11.8	2	2.6	0	<0.1	3.6	0	<0.1	11.8	0.3	1.2	1.5	N/A	0	8.3	<0.1	<0.1	1.8	<0.1	0.4	1.3	<0.1	<0.1	<0.1	28	8	0	0	7.7	0.6	103.7	<0.1	15.1	162.1	10.9	44.1	112.3	86.6	2.4	0.4	39.8	5.2	0.8	0.1	00.05	00.14	00.03	0.1	1.1	14	16.2	<0.1	<0.1	07.43
29128	Fil, naturell, fettfri	157	4.7	0.5	3.3	0	0	0.2	0	0	4.7	0	1.9	1.9	1	0	0	0	0	0.4	<0.1	0.1	0.3	<0.1	<0.1	<0.1	7	2	0	0	2.4	0	120	<0.1	17	157.5	11.8	43.2	110.2	90	2.8	0.4	45.6	4.2	0.9	0.1	00.05	00.19	00.03	0.2	1.2	4.9	4.7	<0.1	<0.1	0.2
680	Fil, naturellt, 1 % fett, ettans fil	153	3.6	1	3.1	0	0	0.2	0	0	3.6	0	0	0	3.6	0	0	0	0	0.9	<0.1	0.2	0.6	<0.1	<0.1	<0.1	12	4	0	0	7	0.1	120	<0.1	17	150	11	41	104.5	90	2.8	0.4	48.1	5.8	0.9	0.1	00.05	0.2	00.04	0.2	1	8.3	6.8	<0.1	<0.1	4.2
30449	Fil, naturellt, 1 % fett, ettans fil, låg laktoshalt	174	4.5	1	3.4	0	0	0.2	0	0	4.5	0	2	2	N/A	0	0	0	0	0.9	<0.1	0.2	0.7	<0.1	<0.1	<0.1	14	3	0	0	4	0.1	120	<0.1	17	150	11	41	104.5	90	2.8	0.4	49.9	4.2	0.9	0.1	00.05	00.18	00.04	0.2	1	8.3	6.8	<0.1	<0.1	00.09
617	Fil, naturellt, 3,5 % fett	262	3.5	3.5	3	0	0	1.7	0	0	3.5	0	0	0	3.5	0	0	0	0	3.3	<0.1	0.8	2.3	0.1	<0.1	<0.1	44	14	0	0	11.7	0	132	<0.1	17	170	12	47	119.8	100	2.9	0.5	47.1	5.8	0.9	0.1	00.05	00.17	00.03	0.2	1	33.8	16.9	<0.1	<0.1	15.08
618	Fil, naturellt, lättfil, 2 % fett	204	3.6	2.5	2.9	0	0	N/A	0	0	3.6	0	0	0	3.6	0	0	0	0	2.4	<0.1	0.6	1.7	<0.1	<0.1	<0.1	31	8	0	0	8.9	0	129	<0.1	17	160	12	50	127.4	100	2.8	0.5	46	5.8	0.9	0.1	00.05	00.17	00.03	0.2	1	17.5	9.9	<0.1	<0.1	08.42
11154	Fil, naturellt, lättfil 2 % fett, låg laktoshalt	244	3.3	2.3	2.9	0	0	4.1	0	0	3.3	0	1.4	1.4	0.5	0	0	0	0	2.1	<0.1	0.5	1.5	<0.1	<0.1	<0.1	31	8	0	0	8.9	0	120	<0.1	17	160	12	50	127.4	100	2.8	0.5	46	5.8	0.9	0.1	00.05	00.17	00.03	0.2	1	15.9	9.9	<0.1	<0.1	08.42
33200	Fil, smaksatt, 1 % fett, laktosfri	334	14.1	1	3.2	0	<0.1	0.2	0	<0.1	14	0.2	1.3	1.5	<0.1	0	11	<0.1	<0.1	1	<0.1	0.2	0.7	<0.1	<0.1	<0.1	16	4	0	0	4.5	0.3	116	<0.1	13.3	163.5	10.1	41.8	106.4	77.1	2.4	0.4	43.5	3.8	0.7	<0.1	00.04	00.16	00.03	0.3	1.1	11.5	12.7	<0.1	<0.1	00.36
